Lat,Lon,weight
11.388414555702916,2.9016342506631467,5
19.982898916776737,97.29785270805807,4
7.777704267226301,-66.61343032528838,5
4.725912396694215,32.46056383907687,2
18.59280064829821,-99.24543849270682,6
-27.419641946308765,148.61892617449652,7
-26.25179732441472,-64.67603846153845,7
6.168730740680976,19.13209319025335,2
32.62114881578947,46.79510671052631,6
29.62742291497975,78.66162914979759,6
8.580091029561672,-7.493660601427106,4
39.26911527494906,113.67356191446028,7
-27.334820090293466,31.210753273137698,7
12.737732988189617,106.06696076686636,2
32.52170253807107,-88.38292855329959,7
-22.35399027237356,-55.4482571984436,7
45.398051443569535,15.920544094488188,7
-18.51977336377473,128.34903911719945,7
39.65203084745763,-122.053377118644,7
7.410601074264363,23.115471368519383,4
19.48500729813666,83.26665646997934,6
-2.294549259259263,-46.46828907407408,7
-6.79724129662522,17.855148401420962,7
7.837096585946806,11.763785589519651,5
19.408361827079936,-155.28624013050563,7
-39.263228037383165,-64.26685171339565,7
13.079184833563122,-13.204515284616914,3
9.030779676854197,33.548608526377265,3
-16.270437133550477,-46.09267459283383,7
18.18461186440678,-77.76622542372883,7
-33.60831215733009,19.39608533969011,7
21.37374527486102,103.07679462631243,6
28.217543312101924,116.20965923566878,7
34.840631178033675,-96.36090823737808,7
46.390061775700936,122.93901906542074,7
41.3602440758294,-7.011526540284361,7
11.039758817701454,-1.97275531704096,5
-19.04888703071673,47.72627201365189,7
0.7836560283687906,27.23515224586288,7
38.41396503759398,31.342162406015028,7
32.115008457321835,70.71713155833979,6
9.947060364464694,-74.07917773348518,6
24.732345175438564,93.56543973684202,4
0.9990016361256532,-74.84055536649225,6
-13.84745555555558,-57.86824779116466,7
3.869824982778428,24.318881836969,4
9.987369965377956,19.59394376803232,4
16.30295004703669,-93.36184741298231,7
-45.36270487804875,-71.31170926829269,7
-32.03134533678755,116.29395388601044,7
7.591501041666666,29.40678824074075,4
-11.161537142857156,39.07564047619048,7
18.53784871794872,73.62911609195403,6
5.606861245674738,15.465331894972522,3
-0.0271895666131527,102.71215874799366,7
34.96258717948719,136.61478205128205,7
10.241604207492797,6.056988107588875,3
31.646432171156896,6.154152139461161,7
33.00557942743008,-81.831732756325,6
9.546426625211984,37.328684171848494,6
15.855845486569804,101.0989308234259,5
23.680097366185223,111.4250745114699,6
46.12802539370082,38.958419685039374,7
8.572745291557874,0.1222570409051506,2
37.26832208201891,60.93898186119876,7
9.49094951247309,-9.869968545017134,0
-8.791973792394668,-36.32338427543681,7
7.440326923076922,124.24472923076922,7
31.696565420560734,-111.73558154205604,7
13.793626998050684,76.64286559454183,7
22.07765859094176,76.6765823867721,6
3.3703063968196645,28.7940321286592,3
-43.94751346153843,171.56166217948714,7
4.616821919014083,21.14529776995305,5
7.755728278602802,7.622648420832469,3
6.460438335949766,34.7345803610675,2
-30.77691188725486,-59.53796691176469,7
20.231763005780344,-103.78099999999998,7
54.07464780487805,-115.91999170731702,7
-3.786056754460505,24.61190144435005,6
13.281531126760562,-87.31438338028167,7
-23.93000746590093,-59.6553354630295,6
6.440670970614429,-69.6022168744435,6
-17.590150000000005,-174.91249545454548,7
-37.3704811422414,143.21977984913798,7
-5.893863768115947,144.13796183574885,7
50.9225788944724,5.190490954773871,7
-21.68033490364026,118.3001580299786,7
26.990436425061432,101.75205712530716,6
7.46009662147622,25.53602033570045,3
39.29930133333333,-92.02154488888884,7
29.003541025641013,20.259037464387465,7
3.744082195332754,-60.18349757994813,6
28.39399061032864,56.30957934272301,7
11.456270899107755,-4.281131434454338,6
7.891582746051033,16.376513274605102,5
37.16531538461538,39.50173292847502,7
-38.13423571428572,-72.51737084309133,6
11.798108216783216,13.341752482517483,5
27.170625906040268,-81.10214973154355,6
