Lat,Lon,weight
47.1389643265929,-115.09089973292622,5
-16.09646697453813,47.29615856215672,5
62.93537433951052,126.99562760273103,0
-12.585845885416669,-57.60910213541666,5
-6.353878198455355,27.379363608126244,3
-13.641681754793773,131.72226871005236,5
40.55311432950192,46.77156160919541,5
-13.695961525241652,16.27520091299677,4
40.90812256355933,-5.214213559322023,5
31.52617522935782,115.79465626911312,5
63.28122387044354,112.813838389684,3
62.11144797191884,148.84800249609975,5
53.51649379376197,-102.9844279121579,5
-16.897387628865896,30.191035304018516,4
-25.647907074317967,-55.3709441580432,4
-8.8786161461794,-75.1143504651163,5
55.36197625,69.5507725,5
-13.749586543422186,-42.28854312123832,5
-3.0261739240506174,18.02859412296564,4
62.83467668593445,-135.58916788696217,5
44.525586072423394,22.66672776230269,5
-26.64693402225753,148.50172972972987,5
38.63578634882526,-120.1676022980621,4
18.818633560090703,-70.65847142857136,5
-11.049417547184696,27.043795080154776,3
-27.84293199195169,30.803003365648436,4
17.992873580586064,-93.106421565934,5
14.71943629679144,108.3756972593583,5
67.39365204370704,162.03680772966413,5
32.74067927663736,-85.97555337243405,5
-9.482532597014856,38.412032835820895,4
62.43315496575353,137.0343682974559,5
62.89346839859979,118.70986348720189,4
-12.738214790448332,-66.03871162280709,5
-8.77783097520662,-50.092980066115686,5
30.99236359658963,47.45465833520296,4
-8.774250432104903,21.34115254792888,3
-17.56482023741416,22.744874928489704,4
53.34408747160015,-124.83211194417376,5
-13.267907423251163,142.2244128837442,5
53.14679929378531,38.22101334745763,5
-9.08670885357547,119.40894426787744,5
-19.781252526386726,-47.61546339546369,5
51.00232922162152,-94.7761176540539,4
48.03208141239168,66.10083650899399,5
-7.330851736681513,14.118594731283746,4
60.2652568473609,96.73592895863052,5
-27.47056132561133,-64.97828809523799,5
67.4778607142857,75.41416947004609,5
25.23158309178744,70.14053623188406,5
28.78477164473684,20.64272697368421,5
-6.182862271341493,31.295711051829255,4
58.32252632615946,106.42045244013336,4
-17.384818834027474,36.235520321237296,4
-18.743035431522006,-57.32381895746248,5
36.268017671893816,3.969748130277488,5
34.578173180076604,134.94596839080458,5
63.95777820037098,-22.2649746753247,5
-11.607198324330277,18.43397505236468,4
-4.88674892979925,24.59631042475325,4
-8.036515977265562,-45.3193113040732,4
-10.213726573697476,-68.68481512686412,4
-7.723633432392283,-61.34641307578006,5
-9.50625250629724,31.725196725440814,4
9.474214537329129,-63.81502315983175,5
50.628084664830126,-121.20172913988392,3
3.7373309523809537,100.81771761904764,5
40.982863243050616,-123.12550274411976,3
-17.139753974895378,178.30655439330536,5
-25.73252903788641,26.83043394815554,5
47.75486853002069,81.39385569358173,5
41.47558699254351,14.885365534382773,5
-17.64277997133638,123.12925585811514,5
65.02581452667818,143.84184922547348,5
65.3785189701094,118.67253054158026,2
36.90502720739218,31.97950667351132,5
-12.578978262961623,22.664605990617105,4
46.28804531490012,131.01152964669745,5
62.54086272956846,134.22339659090903,4
32.770621483375955,-101.92907979539642,5
-8.716042756668656,17.12376267261343,3
-16.26316727272721,136.4806613379077,5
11.269906896551724,-4.105729118773947,5
-16.718082272954042,18.189937013473056,4
33.84705555555556,92.99775873015874,5
53.55611300867241,59.05847731821216,5
-19.424515112308963,33.906861850853566,4
65.35639015586547,-145.07693666940116,5
-18.82403611111111,-174.9185916666666,5
41.33141452145213,-76.30480594059406,5
33.86416396814863,-110.90077086927688,5
51.001678031212464,4.981093397358942,5
-35.642692580982285,-61.061836468129584,5
-15.9485120721631,-61.210178249873465,4
48.12388211500968,37.14675233918126,5
-10.078486157086964,-57.21615735780931,5
-25.419416530514123,21.89774771744354,4
62.00042118561713,123.57908801020407,4
21.743742052980124,84.31298178807944,5
54.09556428571433,-73.05827465437775,5
7.047172018348624,34.048007492354735,5
-10.89481915438258,25.474215729543644,3
0.3894733136094697,110.80501017751486,5
64.16265419847333,-117.87728189749193,5
3.7154345201238383,-74.2278170278638,5
-14.647291973166745,26.769662560721716,4
-19.696685036683128,45.29806522777682,4
57.230650513874565,-96.99183036998944,5
-12.140928869271214,-44.49961675432,4
39.705394814090056,110.80418874755384,5
-10.020618251633987,-64.28828277777801,4
-15.4639578585251,34.01193463771233,5
58.96162216953172,-105.20961852400752,5
19.42016666666667,-155.62973416666676,5
-22.95460514239227,-56.22737807973972,4
51.74105318029653,53.598633668101385,5
-8.973465845070432,148.668125528169,5
-2.512509711075431,11.503092937399677,5
62.31085129107983,161.36764835680765,5
-0.4320111842105216,30.670734351503757,5
-5.398623360655737,-40.94186967213116,5
-16.705130094703684,-46.9985271132937,5
-7.325373820113647,-55.36175179145059,4
62.9777268832559,115.66301980245152,4
-7.634743346093227,26.37750958492833,3
-28.691632566168007,26.832660184119675,5
62.87595247657288,32.84596626506025,5
-13.183774873310806,28.065967043918945,3
-10.651550322287758,15.234668270540178,3
-27.73667935254637,-50.85316403474137,5
-3.4028049844236854,-47.83477550269045,5
-14.57104988610483,-52.23130111996957,4
-18.14144640084689,-44.29531189131967,5
25.138522905027934,101.67159916201116,5
47.36849524658349,29.447027629233503,5
46.12275291750503,-106.76444963112,5
61.58722623421357,-123.88432738231931,5
-32.10186459330144,117.68841507177034,5
-28.534128619047497,-61.71523747619061,4
-1.874487383764757,14.686872681578285,5
66.53619076114167,121.93295335503257,5
61.81160435343443,166.00718010319252,5
35.65535240825692,44.15261786123857,5
23.615453704918043,111.97953580327874,5
-10.18173425141249,29.10897724223163,3
-35.35443693495036,-71.33244840132306,5
47.63377811579984,71.39890284592737,5
36.35984568345323,116.94569906474828,5
