Lat,Lon
59.31203507,158.8235294
59.31203507,169.4117647
59.31203507,180
59.31203507,190.5882353
59.31203507,201.1764706
59.31203507,211.7647059
59.31203507,222.3529412
59.31203507,232.9411765
59.31203507,243.5294118
59.31203507,254.1176471
59.31203507,264.7058824
59.31203507,275.2941176
59.31203507,285.8823529
59.31203507,296.4705882
59.31203507,307.0588235
59.31203507,317.6470588
59.31203507,328.2352941
59.31203507,338.8235294
59.31203507,349.4117647
-59.31203507,0
-59.31203507,10.58823529
-59.31203507,21.17647059
-59.31203507,31.76470588
-59.31203507,42.35294118
-59.31203507,52.94117647
-59.31203507,63.52941177
-59.31203507,74.11764706
-59.31203507,84.70588235
-59.31203507,95.29411765
-59.31203507,105.8823529
-59.31203507,116.4705882
-59.31203507,127.0588235
-59.31203507,137.6470588
-59.31203507,148.2352941
-59.31203507,158.8235294
-59.31203507,169.4117647
-59.31203507,180
-59.31203507,190.5882353
-59.31203507,201.1764706
-59.31203507,211.7647059
-59.31203507,222.3529412
-59.31203507,232.9411765
-59.31203507,243.5294118
-59.31203507,254.1176471
-59.31203507,264.7058824
-59.31203507,275.2941176
-59.31203507,285.8823529
-59.31203507,296.4705882
-59.31203507,307.0588235
-59.31203507,317.6470588
-59.31203507,328.2352941
-59.31203507,338.8235294
-59.31203507,349.4117647
54.18281569,0
54.18281569,9.230769231
54.18281569,18.46153846
54.18281569,27.69230769
54.18281569,36.92307692
54.18281569,46.15384615
54.18281569,55.38461539
54.18281569,64.61538462
54.18281569,73.84615385
54.18281569,83.07692308
54.18281569,92.30769231
54.18281569,101.5384615
54.18281569,110.7692308
54.18281569,120
54.18281569,129.2307692
54.18281569,138.4615385
54.18281569,147.6923077
54.18281569,156.9230769
54.18281569,166.1538462
54.18281569,175.3846154
54.18281569,184.6153846
54.18281569,193.8461538
54.18281569,203.0769231
54.18281569,212.3076923
54.18281569,221.5384615
54.18281569,230.7692308
54.18281569,240
54.18281569,249.2307692
54.18281569,258.4615385
54.18281569,267.6923077
54.18281569,276.9230769
54.18281569,286.1538462
54.18281569,295.3846154
54.18281569,304.6153846
54.18281569,313.8461538
54.18281569,323.0769231
54.18281569,332.3076923
54.18281569,341.5384615
54.18281569,350.7692308
-54.18281569,0
-54.18281569,9.230769231
-54.18281569,18.46153846
-54.18281569,27.69230769
-54.18281569,36.92307692
-54.18281569,46.15384615
-54.18281569,55.38461539
-54.18281569,64.61538462
-54.18281569,73.84615385
-54.18281569,83.07692308
-54.18281569,92.30769231
-54.18281569,101.5384615
-54.18281569,110.7692308
-54.18281569,120
-54.18281569,129.2307692
-54.18281569,138.4615385
-54.18281569,147.6923077
-54.18281569,156.9230769
-54.18281569,166.1538462
-54.18281569,175.3846154
-54.18281569,184.6153846
-54.18281569,193.8461538
-54.18281569,203.0769231
-54.18281569,212.3076923
-54.18281569,221.5384615
-54.18281569,230.7692308
-54.18281569,240
-54.18281569,249.2307692
-54.18281569,258.4615385
-54.18281569,267.6923077
-54.18281569,276.9230769
-54.18281569,286.1538462
-54.18281569,295.3846154
-54.18281569,304.6153846
-54.18281569,313.8461538
-54.18281569,323.0769231
-54.18281569,332.3076923
-54.18281569,341.5384615
-54.18281569,350.7692308
49.04773869,0
49.04773869,8.181818182
49.04773869,16.36363636
49.04773869,24.54545455
49.04773869,32.72727273
49.04773869,40.90909091
49.04773869,49.09090909
49.04773869,57.27272727
49.04773869,65.45454546
49.04773869,73.63636364
49.04773869,81.81818182
49.04773869,90
49.04773869,98.18181818
49.04773869,106.3636364
49.04773869,114.5454545
49.04773869,122.7272727
49.04773869,130.9090909
49.04773869,139.0909091
49.04773869,147.2727273
49.04773869,155.4545455
49.04773869,163.6363636
49.04773869,171.8181818
49.04773869,180
49.04773869,188.1818182
49.04773869,196.3636364
49.04773869,204.5454545
49.04773869,212.7272727
49.04773869,220.9090909
49.04773869,229.0909091
49.04773869,237.2727273
49.04773869,245.4545455
49.04773869,253.6363636
49.04773869,261.8181818
49.04773869,270
49.04773869,278.1818182
49.04773869,286.3636364
49.04773869,294.5454545
49.04773869,302.7272727
49.04773869,310.9090909
49.04773869,319.0909091
49.04773869,327.2727273
49.04773869,335.4545455
49.04773869,343.6363636
49.04773869,351.8181818
-49.04773869,0
-49.04773869,8.181818182
-49.04773869,16.36363636
-49.04773869,24.54545455
-49.04773869,32.72727273
-49.04773869,40.90909091
-49.04773869,49.09090909
-49.04773869,57.27272727
-49.04773869,65.45454546
-49.04773869,73.63636364
-49.04773869,81.81818182
-49.04773869,90
-49.04773869,98.18181818
-49.04773869,106.3636364
-49.04773869,114.5454545
-49.04773869,122.7272727
-49.04773869,130.9090909
-49.04773869,139.0909091
-49.04773869,147.2727273
-49.04773869,155.4545455
-49.04773869,163.6363636
-49.04773869,171.8181818
-49.04773869,180
-49.04773869,188.1818182
-49.04773869,196.3636364
-49.04773869,204.5454545
-49.04773869,212.7272727
-49.04773869,220.9090909
-49.04773869,229.0909091
-49.04773869,237.2727273
-49.04773869,245.4545455
-49.04773869,253.6363636
-49.04773869,261.8181818
-49.04773869,270
-49.04773869,278.1818182
-49.04773869,286.3636364
-49.04773869,294.5454545
-49.04773869,302.7272727
-49.04773869,310.9090909
-49.04773869,319.0909091
-49.04773869,327.2727273
-49.04773869,335.4545455
-49.04773869,343.6363636
-49.04773869,351.8181818
43.90654414,0
43.90654414,7.5
43.90654414,15
43.90654414,22.5
43.90654414,30
43.90654414,37.5
43.90654414,45
43.90654414,52.5
43.90654414,60
43.90654414,67.5
43.90654414,75
43.90654414,82.5
43.90654414,90
43.90654414,97.5
43.90654414,105
43.90654414,112.5
43.90654414,120
43.90654414,127.5
43.90654414,135
43.90654414,142.5
43.90654414,150
43.90654414,157.5
43.90654414,165
43.90654414,172.5
43.90654414,180
43.90654414,187.5
43.90654414,195
43.90654414,202.5
43.90654414,210
43.90654414,217.5
43.90654414,225
43.90654414,232.5
43.90654414,240
43.90654414,247.5
43.90654414,255
43.90654414,262.5
43.90654414,270
43.90654414,277.5
43.90654414,285
43.90654414,292.5
43.90654414,300
43.90654414,307.5
43.90654414,315
43.90654414,322.5
43.90654414,330
43.90654414,337.5
43.90654414,345
43.90654414,352.5
-43.90654414,0
-43.90654414,7.5
-43.90654414,15
-43.90654414,22.5
-43.90654414,30
-43.90654414,37.5
-43.90654414,45
-43.90654414,52.5
-43.90654414,60
-43.90654414,67.5
-43.90654414,75
-43.90654414,82.5
-43.90654414,90
-43.90654414,97.5
-43.90654414,105
-43.90654414,112.5
-43.90654414,120
-43.90654414,127.5
-43.90654414,135
-43.90654414,142.5
-43.90654414,150
-43.90654414,157.5
-43.90654414,165
-43.90654414,172.5
-43.90654414,180
-43.90654414,187.5
-43.90654414,195
-43.90654414,202.5
-43.90654414,210
-43.90654414,217.5
-43.90654414,225
-43.90654414,232.5
-43.90654414,240
-43.90654414,247.5
-43.90654414,255
-43.90654414,262.5
-43.90654414,270
-43.90654414,277.5
-43.90654414,285
-43.90654414,292.5
-43.90654414,300
-43.90654414,307.5
-43.90654414,315
-43.90654414,322.5
-43.90654414,330
-43.90654414,337.5
-43.90654414,345
-43.90654414,352.5
38.75916767,0
38.75916767,6.923076923
38.75916767,13.84615385
38.75916767,20.76923077
38.75916767,27.69230769
38.75916767,34.61538462
38.75916767,41.53846154
38.75916767,48.46153846
38.75916767,55.38461539
38.75916767,62.30769231
38.75916767,69.23076923
38.75916767,76.15384615
38.75916767,83.07692308
38.75916767,90
38.75916767,96.92307692
38.75916767,103.8461538
38.75916767,110.7692308
38.75916767,117.6923077
38.75916767,124.6153846
38.75916767,131.5384615
38.75916767,138.4615385
38.75916767,145.3846154
38.75916767,152.3076923
38.75916767,159.2307692
38.75916767,166.1538462
38.75916767,173.0769231
38.75916767,180
38.75916767,186.9230769
38.75916767,193.8461538
38.75916767,200.7692308
38.75916767,207.6923077
38.75916767,214.6153846
38.75916767,221.5384615
38.75916767,228.4615385
38.75916767,235.3846154
38.75916767,242.3076923
38.75916767,249.2307692
38.75916767,256.1538462
38.75916767,263.0769231
38.75916767,270
38.75916767,276.9230769
38.75916767,283.8461538
38.75916767,290.7692308
38.75916767,297.6923077
38.75916767,304.6153846
38.75916767,311.5384615
38.75916767,318.4615385
38.75916767,325.3846154
38.75916767,332.3076923
38.75916767,339.2307692
38.75916767,346.1538462
38.75916767,353.0769231
-38.75916767,0
-38.75916767,6.79245283
-38.75916767,13.58490566
-38.75916767,20.37735849
-38.75916767,27.16981132
-38.75916767,33.96226415
-38.75916767,40.75471698
-38.75916767,47.54716981
-38.75916767,54.33962264
-38.75916767,61.13207547
-38.75916767,67.9245283
-38.75916767,74.71698113
-38.75916767,81.50943396
-38.75916767,88.30188679
-38.75916767,95.09433962
-38.75916767,101.8867925
-38.75916767,108.6792453
-38.75916767,115.4716981
-38.75916767,122.2641509
-38.75916767,129.0566038
-38.75916767,135.8490566
-38.75916767,142.6415094
-38.75916767,149.4339623
-38.75916767,156.2264151
-38.75916767,163.0188679
-38.75916767,169.8113208
-38.75916767,176.6037736
-38.75916767,183.3962264
-38.75916767,190.1886792
-38.75916767,196.9811321
-38.75916767,203.7735849
-38.75916767,210.5660377
-38.75916767,217.3584906
-38.75916767,224.1509434
-38.75916767,230.9433962
-38.75916767,237.7358491
-38.75916767,244.5283019
-38.75916767,251.3207547
-38.75916767,258.1132075
-38.75916767,264.9056604
-38.75916767,271.6981132
-38.75916767,278.490566
-38.75916767,285.2830189
-38.75916767,292.0754717
-38.75916767,298.8679245
-38.75916767,305.6603774
-38.75916767,312.4528302
-38.75916767,319.245283
-38.75916767,326.0377358
-38.75916767,332.8301887
-38.75916767,339.6226415
-38.75916767,346.4150943
-38.75916767,353.2075472
33.60574388,0
33.60574388,6.428571429
33.60574388,12.85714286
33.60574388,19.28571429
33.60574388,25.71428571
33.60574388,32.14285714
33.60574388,38.57142857
33.60574388,45
33.60574388,51.42857143
33.60574388,57.85714286
33.60574388,64.28571429
33.60574388,70.71428571
33.60574388,77.14285714
33.60574388,83.57142857
33.60574388,90
33.60574388,96.42857143
33.60574388,102.8571429
33.60574388,109.2857143
33.60574388,115.7142857
33.60574388,122.1428571
33.60574388,128.5714286
33.60574388,135
33.60574388,141.4285714
33.60574388,147.8571429
33.60574388,154.2857143
33.60574388,160.7142857
33.60574388,167.1428571
33.60574388,173.5714286
33.60574388,180
33.60574388,186.4285714
33.60574388,192.8571429
33.60574388,199.2857143
33.60574388,205.7142857
33.60574388,212.1428571
33.60574388,218.5714286
33.60574388,225
33.60574388,231.4285714
33.60574388,237.8571429
33.60574388,244.2857143
33.60574388,250.7142857
33.60574388,257.1428571
33.60574388,263.5714286
33.60574388,270
33.60574388,276.4285714
33.60574388,282.8571429
33.60574388,289.2857143
33.60574388,295.7142857
33.60574388,302.1428571
33.60574388,308.5714286
33.60574388,315
33.60574388,321.4285714
33.60574388,327.8571429
33.60574388,334.2857143
33.60574388,340.7142857
33.60574388,347.1428571
33.60574388,353.5714286
-33.60574388,0
-33.60574388,6.428571429
-33.60574388,12.85714286
-33.60574388,19.28571429
-33.60574388,25.71428571
-33.60574388,32.14285714
-33.60574388,38.57142857
-33.60574388,45
-33.60574388,51.42857143
-33.60574388,57.85714286
-33.60574388,64.28571429
-33.60574388,70.71428571
-33.60574388,77.14285714
-33.60574388,83.57142857
-33.60574388,90
-33.60574388,96.42857143
-33.60574388,102.8571429
-33.60574388,109.2857143
-33.60574388,115.7142857
-33.60574388,122.1428571
-33.60574388,128.5714286
-33.60574388,135
-33.60574388,141.4285714
-33.60574388,147.8571429
-33.60574388,154.2857143
-33.60574388,160.7142857
-33.60574388,167.1428571
-33.60574388,173.5714286
-33.60574388,180
-33.60574388,186.4285714
-33.60574388,192.8571429
-33.60574388,199.2857143
-33.60574388,205.7142857
-33.60574388,212.1428571
-33.60574388,218.5714286
-33.60574388,225
-33.60574388,231.4285714
-33.60574388,237.8571429
-33.60574388,244.2857143
-33.60574388,250.7142857
-33.60574388,257.1428571
-33.60574388,263.5714286
-33.60574388,270
-33.60574388,276.4285714
-33.60574388,282.8571429
-33.60574388,289.2857143
-33.60574388,295.7142857
-33.60574388,302.1428571
-33.60574388,308.5714286
-33.60574388,315
-33.60574388,321.4285714
-33.60574388,327.8571429
-33.60574388,334.2857143
-33.60574388,340.7142857
-33.60574388,347.1428571
-33.60574388,353.5714286
28.44660341,0
28.44660341,6.101694915
28.44660341,12.20338983
28.44660341,18.30508475
28.44660341,24.40677966
28.44660341,30.50847458
28.44660341,36.61016949
28.44660341,42.71186441
28.44660341,48.81355932
28.44660341,54.91525424
28.44660341,61.01694915
28.44660341,67.11864407
28.44660341,73.22033898
28.44660341,79.3220339
28.44660341,85.42372881
28.44660341,91.52542373
28.44660341,97.62711864
28.44660341,103.7288136
28.44660341,109.8305085
28.44660341,115.9322034
28.44660341,122.0338983
28.44660341,128.1355932
28.44660341,134.2372881
28.44660341,140.3389831
28.44660341,146.440678
28.44660341,152.5423729
28.44660341,158.6440678
28.44660341,164.7457627
28.44660341,170.8474576
28.44660341,176.9491525
28.44660341,183.0508475
28.44660341,189.1525424
28.44660341,195.2542373
28.44660341,201.3559322
28.44660341,207.4576271
28.44660341,213.559322
28.44660341,219.6610169
28.44660341,225.7627119
28.44660341,231.8644068
28.44660341,237.9661017
28.44660341,244.0677966
28.44660341,250.1694915
28.44660341,256.2711864
28.44660341,262.3728814
28.44660341,268.4745763
28.44660341,274.5762712
28.44660341,280.6779661
28.44660341,286.779661
28.44660341,292.8813559
28.44660341,298.9830508
28.44660341,305.0847458
28.44660341,311.1864407
28.44660341,317.2881356
28.44660341,323.3898305
28.44660341,329.4915254
28.44660341,335.5932203
28.44660341,341.6949153
28.44660341,347.7966102
28.44660341,353.8983051
-28.44660341,0
-28.44660341,6.101694915
-28.44660341,12.20338983
-28.44660341,18.30508475
-28.44660341,24.40677966
-28.44660341,30.50847458
-28.44660341,36.61016949
-28.44660341,42.71186441
-28.44660341,48.81355932
-28.44660341,54.91525424
-28.44660341,61.01694915
-28.44660341,67.11864407
-28.44660341,73.22033898
-28.44660341,79.3220339
-28.44660341,85.42372881
-28.44660341,91.52542373
-28.44660341,97.62711864
-28.44660341,103.7288136
-28.44660341,109.8305085
-28.44660341,115.9322034
-28.44660341,122.0338983
-28.44660341,128.1355932
-28.44660341,134.2372881
-28.44660341,140.3389831
-28.44660341,146.440678
-28.44660341,152.5423729
-28.44660341,158.6440678
-28.44660341,164.7457627
-28.44660341,170.8474576
-28.44660341,176.9491525
-28.44660341,183.0508475
-28.44660341,189.1525424
-28.44660341,195.2542373
-28.44660341,201.3559322
-28.44660341,207.4576271
-28.44660341,213.559322
-28.44660341,219.6610169
-28.44660341,225.7627119
-28.44660341,231.8644068
-28.44660341,237.9661017
-28.44660341,244.0677966
-28.44660341,250.1694915
-28.44660341,256.2711864
-28.44660341,262.3728814
-28.44660341,268.4745763
-28.44660341,274.5762712
-28.44660341,280.6779661
-28.44660341,286.779661
-28.44660341,292.8813559
-28.44660341,298.9830508
-28.44660341,305.0847458
-28.44660341,311.1864407
-28.44660341,317.2881356
-28.44660341,323.3898305
-28.44660341,329.4915254
-28.44660341,335.5932203
-28.44660341,341.6949153
-28.44660341,347.7966102
-28.44660341,353.8983051
23.28226345,0
23.28226345,5.806451613
23.28226345,11.61290323
23.28226345,17.41935484
23.28226345,23.22580645
23.28226345,29.03225807
23.28226345,34.83870968
23.28226345,40.64516129
23.28226345,46.4516129
23.28226345,52.25806452
23.28226345,58.06451613
23.28226345,63.87096774
23.28226345,69.67741936
23.28226345,75.48387097
23.28226345,81.29032258
23.28226345,87.09677419
23.28226345,92.90322581
23.28226345,98.70967742
23.28226345,104.516129
23.28226345,110.3225806
23.28226345,116.1290323
23.28226345,121.9354839
23.28226345,127.7419355
23.28226345,133.5483871
23.28226345,139.3548387
23.28226345,145.1612903
23.28226345,150.9677419
23.28226345,156.7741935
23.28226345,162.5806452
23.28226345,168.3870968
23.28226345,174.1935484
23.28226345,180
23.28226345,185.8064516
23.28226345,191.6129032
23.28226345,197.4193548
23.28226345,203.2258065
23.28226345,209.0322581
23.28226345,214.8387097
23.28226345,220.6451613
23.28226345,226.4516129
23.28226345,232.2580645
23.28226345,238.0645161
23.28226345,243.8709677
23.28226345,249.6774194
23.28226345,255.483871
23.28226345,261.2903226
23.28226345,267.0967742
23.28226345,272.9032258
23.28226345,278.7096774
23.28226345,284.516129
23.28226345,290.3225806
23.28226345,296.1290323
23.28226345,301.9354839
23.28226345,307.7419355
23.28226345,313.5483871
23.28226345,319.3548387
23.28226345,325.1612903
23.28226345,330.9677419
23.28226345,336.7741935
23.28226345,342.5806452
23.28226345,348.3870968
23.28226345,354.1935484
-23.28226345,0
-23.28226345,5.806451613
-23.28226345,11.61290323
-23.28226345,17.41935484
-23.28226345,23.22580645
-23.28226345,29.03225807
-23.28226345,34.83870968
-23.28226345,40.64516129
-23.28226345,46.4516129
-23.28226345,52.25806452
-23.28226345,58.06451613
-23.28226345,63.87096774
-23.28226345,69.67741936
-23.28226345,75.48387097
-23.28226345,81.29032258
-23.28226345,87.09677419
-23.28226345,92.90322581
-23.28226345,98.70967742
-23.28226345,104.516129
-23.28226345,110.3225806
-23.28226345,116.1290323
-23.28226345,121.9354839
-23.28226345,127.7419355
-23.28226345,133.5483871
-23.28226345,139.3548387
-23.28226345,145.1612903
-23.28226345,150.9677419
-23.28226345,156.7741935
-23.28226345,162.5806452
-23.28226345,168.3870968
-23.28226345,174.1935484
-23.28226345,180
-23.28226345,185.8064516
-23.28226345,191.6129032
-23.28226345,197.4193548
-23.28226345,203.2258065
-23.28226345,209.0322581
-23.28226345,214.8387097
-23.28226345,220.6451613
-23.28226345,226.4516129
-23.28226345,232.2580645
-23.28226345,238.0645161
-23.28226345,243.8709677
-23.28226345,249.6774194
-23.28226345,255.483871
-23.28226345,261.2903226
-23.28226345,267.0967742
-23.28226345,272.9032258
-23.28226345,278.7096774
-23.28226345,284.516129
-23.28226345,290.3225806
-23.28226345,296.1290323
-23.28226345,301.9354839
-23.28226345,307.7419355
-23.28226345,313.5483871
-23.28226345,319.3548387
-23.28226345,325.1612903
-23.28226345,330.9677419
-23.28226345,336.7741935
-23.28226345,342.5806452
-23.28226345,348.3870968
-23.28226345,354.1935484
18.11341195,0
18.11341195,5.625
18.11341195,11.25
18.11341195,16.875
18.11341195,22.5
18.11341195,28.125
18.11341195,33.75
18.11341195,39.375
18.11341195,45
18.11341195,50.625
18.11341195,56.25
18.11341195,61.875
18.11341195,67.5
18.11341195,73.125
18.11341195,78.75
18.11341195,84.375
18.11341195,90
18.11341195,95.625
18.11341195,101.25
18.11341195,106.875
18.11341195,112.5
18.11341195,118.125
18.11341195,123.75
18.11341195,129.375
18.11341195,135
18.11341195,140.625
18.11341195,146.25
18.11341195,151.875
18.11341195,157.5
18.11341195,163.125
18.11341195,168.75
18.11341195,174.375
18.11341195,180
18.11341195,185.625
18.11341195,191.25
18.11341195,196.875
18.11341195,202.5
18.11341195,208.125
18.11341195,213.75
18.11341195,219.375
18.11341195,225
18.11341195,230.625
18.11341195,236.25
18.11341195,241.875
18.11341195,247.5
18.11341195,253.125
18.11341195,258.75
18.11341195,264.375
18.11341195,270
18.11341195,275.625
18.11341195,281.25
18.11341195,286.875
18.11341195,292.5
18.11341195,298.125
18.11341195,303.75
18.11341195,309.375
18.11341195,315
18.11341195,320.625
18.11341195,326.25
18.11341195,331.875
18.11341195,337.5
18.11341195,343.125
18.11341195,348.75
18.11341195,354.375
-18.11341195,0
-18.11341195,5.538461538
-18.11341195,11.07692308
-18.11341195,16.61538462
-18.11341195,22.15384615
-18.11341195,27.69230769
-18.11341195,33.23076923
-18.11341195,38.76923077
-18.11341195,44.30769231
-18.11341195,49.84615385
-18.11341195,55.38461539
-18.11341195,60.92307692
-18.11341195,66.46153846
-18.11341195,72
-18.11341195,77.53846154
-18.11341195,83.07692308
-18.11341195,88.61538462
-18.11341195,94.15384615
-18.11341195,99.69230769
-18.11341195,105.2307692
-18.11341195,110.7692308
-18.11341195,116.3076923
-18.11341195,121.8461538
-18.11341195,127.3846154
-18.11341195,132.9230769
-18.11341195,138.4615385
-18.11341195,144
-18.11341195,149.5384615
-18.11341195,155.0769231
-18.11341195,160.6153846
-18.11341195,166.1538462
-18.11341195,171.6923077
-18.11341195,177.2307692
-18.11341195,182.7692308
-18.11341195,188.3076923
-18.11341195,193.8461538
-18.11341195,199.3846154
-18.11341195,204.9230769
-18.11341195,210.4615385
-18.11341195,216
-18.11341195,221.5384615
-18.11341195,227.0769231
-18.11341195,232.6153846
-18.11341195,238.1538462
-18.11341195,243.6923077
-18.11341195,249.2307692
-18.11341195,254.7692308
-18.11341195,260.3076923
-18.11341195,265.8461538
-18.11341195,271.3846154
-18.11341195,276.9230769
-18.11341195,282.4615385
-18.11341195,288
-18.11341195,293.5384615
-18.11341195,299.0769231
-18.11341195,304.6153846
-18.11341195,310.1538462
-18.11341195,315.6923077
-18.11341195,321.2307692
-18.11341195,326.7692308
-18.11341195,332.3076923
-18.11341195,337.8461538
-18.11341195,343.3846154
-18.11341195,348.9230769
-18.11341195,354.4615385
12.94088581,0
12.94088581,5.454545455
12.94088581,10.90909091
12.94088581,16.36363636
12.94088581,21.81818182
12.94088581,27.27272727
12.94088581,32.72727273
12.94088581,38.18181818
12.94088581,43.63636364
12.94088581,49.09090909
12.94088581,54.54545455
12.94088581,60
12.94088581,65.45454546
12.94088581,70.90909091
12.94088581,76.36363636
12.94088581,81.81818182
12.94088581,87.27272727
12.94088581,92.72727273
12.94088581,98.18181818
12.94088581,103.6363636
12.94088581,109.0909091
12.94088581,114.5454545
12.94088581,120
12.94088581,125.4545455
12.94088581,130.9090909
12.94088581,136.3636364
12.94088581,141.8181818
12.94088581,147.2727273
12.94088581,152.7272727
12.94088581,158.1818182
12.94088581,163.6363636
12.94088581,169.0909091
12.94088581,174.5454545
12.94088581,180
12.94088581,185.4545455
12.94088581,190.9090909
12.94088581,196.3636364
12.94088581,201.8181818
12.94088581,207.2727273
12.94088581,212.7272727
12.94088581,218.1818182
12.94088581,223.6363636
12.94088581,229.0909091
12.94088581,234.5454545
12.94088581,240
12.94088581,245.4545455
12.94088581,250.9090909
12.94088581,256.3636364
12.94088581,261.8181818
12.94088581,267.2727273
12.94088581,272.7272727
12.94088581,278.1818182
12.94088581,283.6363636
12.94088581,289.0909091
12.94088581,294.5454545
12.94088581,300
12.94088581,305.4545455
12.94088581,310.9090909
12.94088581,316.3636364
12.94088581,321.8181818
12.94088581,327.2727273
12.94088581,332.7272727
12.94088581,338.1818182
12.94088581,343.6363636
12.94088581,349.0909091
12.94088581,354.5454545
-12.94088581,0
-12.94088581,5.454545455
-12.94088581,10.90909091
-12.94088581,16.36363636
-12.94088581,21.81818182
-12.94088581,27.27272727
-12.94088581,32.72727273
-12.94088581,38.18181818
-12.94088581,43.63636364
-12.94088581,49.09090909
-12.94088581,54.54545455
-12.94088581,60
-12.94088581,65.45454546
-12.94088581,70.90909091
-12.94088581,76.36363636
-12.94088581,81.81818182
-12.94088581,87.27272727
-12.94088581,92.72727273
-12.94088581,98.18181818
-12.94088581,103.6363636
-12.94088581,109.0909091
-12.94088581,114.5454545
-12.94088581,120
-12.94088581,125.4545455
-12.94088581,130.9090909
-12.94088581,136.3636364
-12.94088581,141.8181818
-12.94088581,147.2727273
-12.94088581,152.7272727
-12.94088581,158.1818182
-12.94088581,163.6363636
-12.94088581,169.0909091
-12.94088581,174.5454545
